query	superkingdom	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	superfamily	family	subfamily	tribe	genus	subgenus	species
otu_159	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Heterenchelyidae	Heterenchelyidae	Heterenchelyidae	Heterenchelyidae	Pythonichthys	Pythonichthys	Pythonichthys	Pythonichthys microphthalmus	Pythonichthys microphthalmus
otu_160	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Odacidae	Odacidae	Odacidae	Odacidae	Olisthops	Olisthops	Olisthops	Olisthops cyanomelas	Olisthops cyanomelas
otu_161	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobionellinae	Eucyclogobius	Eucyclogobius	Eucyclogobius newberryi	Eucyclogobius newberryi
otu_162	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Acheilognathidae	Acheilognathidae	Acheilognathidae	Rhodeus	Rhodeus	Rhodeus	Rhodeus shitaiensis	Rhodeus shitaiensis
otu_163	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Pellonulinae	Ehirava	Ehirava	Ehirava fluviatilis	Ehirava fluviatilis
otu_164	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Scorpaenoidei	Sebastidae	Sebastidae	Sebastidae	Sebastinae	Helicolenus	Helicolenus	unidentified Helicolenus	unidentified Helicolenus
otu_165	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Cottioidei	Cottales	Cottidae	Cottidae	Cottiusculus	Cottiusculus	Cottiusculus	unidentified Cottiusculus	unidentified Cottiusculus
otu_166	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Syngnathiformes	Syngnathiformes	Syngnathiformes	Syngnathoidei	Syngnathidae	Syngnathidae	Syngnathidae	Syngnathinae	Doryrhamphus	Doryrhamphus	unidentified Doryrhamphus	unidentified Doryrhamphus
otu_167	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Characidae	Characidae	Characidae	Pristellinae	Hemigrammus	Hemigrammus	Hemigrammus bleheri	Hemigrammus bleheri
otu_168	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeinae	Clupea	Clupea	Clupea harengus	Clupea harengus
otu_169	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Paralichthyidae	Paralichthyidae	Paralichthyidae	Pseudorhombus	Pseudorhombus	Pseudorhombus	Pseudorhombus dupliciocellatus	Pseudorhombus dupliciocellatus
otu_170	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Syngnathiformes	Syngnathiformes	Syngnathiformes	Fistulariidae	Fistulariidae	Fistulariidae	Fistulariidae	Fistularia	Fistularia	Fistularia	Fistularia commersonii	Fistularia commersonii
otu_171	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	Bagridae	Bagridae	Bagridae	Horabagrus	Horabagrus	Horabagrus	unidentified Horabagrus	unidentified Horabagrus
otu_172	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Pellonulinae	Clupeichthys	Clupeichthys	Clupeichthys perakensis	Clupeichthys perakensis
otu_173	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gerreiformes	Gerreiformes	Gerreiformes	Gerreidae	Gerreidae	Gerreidae	Gerreidae	Gerres	Gerres	Gerres	unidentified Gerres	unidentified Gerres
otu_174	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Bodianus	Bodianus	Bodianus	Bodianus oxycephalus	Bodianus oxycephalus
otu_175	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Balistoidea	Balistoidea	Balistoidea	Monacanthidae	Stephanolepis	Stephanolepis	Stephanolepis	Stephanolepis cirrhifer	Stephanolepis cirrhifer
otu_176	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Rivulidae	Rivulidae	Rivulidae	Kryptolebias	Kryptolebias	Kryptolebias	unidentified Kryptolebias	unidentified Kryptolebias
otu_177	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Leuciscidae	Leuciscidae	Leuciscidae	Pogonichthyinae	unidentified Pogonichthyinae	unidentified Pogonichthyinae	unidentified Pogonichthyinae	unidentified Pogonichthyinae
otu_178	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeinae	Gudusia	Gudusia	Gudusia chapra	Gudusia chapra
otu_179	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Characidae	Characidae	Characidae	unidentified Characidae	unidentified Characidae	unidentified Characidae	unidentified Characidae	unidentified Characidae
otu_180	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Balistoidea	Balistoidea	Balistoidea	Monacanthidae	Rudarius	Rudarius	Rudarius	Rudarius ercodes	Rudarius ercodes
otu_181	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lophiiformes	Lophiiformes	Lophiiformes	Ceratioidei	Diceratiidae	Diceratiidae	Diceratiidae	unidentified Diceratiidae	unidentified Diceratiidae	unidentified Diceratiidae	unidentified Diceratiidae	unidentified Diceratiidae
otu_182	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Sillaginidae	Sillaginidae	Sillaginidae	Sillaginidae	Sillaginidae	Sillaginidae	Sillaginidae	Sillago	Sillago	Sillago	unidentified Sillago	unidentified Sillago
otu_183	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Carangiformes	Carangiformes	Carangiformes	Echeneidae	Echeneidae	Echeneidae	Echeneidae	Echeneis	Echeneis	Echeneis	unidentified Echeneis	unidentified Echeneis
otu_184	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossidae	Cynoglossidae	Symphurinae	Symphurus	Symphurus	unidentified Symphurus	unidentified Symphurus
otu_185	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Dipnomorpha	Dipnomorpha	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontiformes	Lepidosirenoidei	Protopteridae	Protopteridae	Protopteridae	Protopterus	Protopterus	Protopterus	Protopterus aethiopicus	Protopterus aethiopicus
otu_186	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ophidiiformes	Ophidiiformes	Ophidiiformes	Ophidioidei	Ophidiidae	Ophidiidae	Ophidiidae	Neobythitinae	Sirembo	Sirembo	unidentified Sirembo	unidentified Sirembo
otu_187	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Ostracioidei	Ostracioidei	Ostracioidei	Aracanidae	Anoplocapros	Anoplocapros	Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros
otu_188	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Acentrogobius	Acentrogobius	Acentrogobius caninus	Acentrogobius caninus
otu_189	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Bothidae	Bothidae	Bothidae	Laeops	Laeops	Laeops	unidentified Laeops	unidentified Laeops
otu_190	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Terapontoidei	Terapontoidei	Terapontoidei	Girellidae	Girella	Girella	Girella	Girella punctata	Girella punctata
otu_191	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Aulopiformes	Aulopiformes	Aulopiformes	Aulopoidei	Synodontidae	Synodontidae	Synodontidae	Synodontinae	Synodus	Synodus	unidentified Synodus	unidentified Synodus
otu_192	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Epinephelus	Epinephelus areolatus	Epinephelus areolatus
otu_193	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Danionidae	Danionidae	Danionidae	Danioninae	Danio	Danio	Danio rerio	Danio rerio
otu_194	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Smiliogastrinae	Enteromius	Enteromius	Enteromius fasciolatus	Enteromius fasciolatus
otu_195	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lutjaniformes	Lutjaniformes	Lutjaniformes	Lutjanidae	Lutjanidae	Lutjanidae	Lutjanidae	Lutjaninae	Lutjanus	Lutjanus	unidentified Lutjanus	unidentified Lutjanus
otu_196	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Percoidei	Percidae	Percidae	Percidae	Etheostomatinae	Etheostoma	Etheostoma	Oligocephalus	Etheostoma caeruleum
otu_197	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobionellinae	Mugilogobius	Mugilogobius	Mugilogobius chulae	Mugilogobius chulae
otu_198	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Halichoeres	Halichoeres	Halichoeres	Halichoeres tenuispinis	Halichoeres tenuispinis
otu_199	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Psammoperca	Psammoperca	Psammoperca	Psammoperca waigiensis	Psammoperca waigiensis
otu_200	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Triacanthodoidei	Triacanthodoidei	Triacanthodoidei	Triacanthodidae	unidentified Triacanthodidae	unidentified Triacanthodidae	unidentified Triacanthodidae	unidentified Triacanthodidae	unidentified Triacanthodidae
otu_201	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lampriformes	Lampriformes	Lampriformes	Trachipteridae	Trachipteridae	Trachipteridae	Trachipteridae	Trachipterus	Trachipterus	Trachipterus	unidentified Trachipterus	unidentified Trachipterus
otu_202	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Centrarchoidei	Centrarchoidei	Centrarchoidei	Centrarchidae	Lepomis	Lepomis	Lepomis	unidentified Lepomis	unidentified Lepomis
otu_203	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ateleopodia	Ateleopodia	Ateleopodiformes	Ateleopodidae	Ateleopodidae	Ateleopodidae	Ateleopodidae	Ateleopus	Ateleopus	Ateleopus	Ateleopus japonicus	Ateleopus japonicus
otu_204	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Catostomoidei	Catostomidae	Catostomidae	Catostomidae	Minytrema	Minytrema	Minytrema	Minytrema melanops	Minytrema melanops
otu_205	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ophidiiformes	Ophidiiformes	Ophidiiformes	Ophidioidei	Ophidiidae	Ophidiidae	Ophidiidae	Neobythitinae	Lamprogrammus	Lamprogrammus	Lamprogrammus niger	Lamprogrammus niger
otu_206	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pseudochromidae	Pseudochromidae	Pseudochromidae	Pseudochromidae	Pseudochromidae	Pseudochromidae	Pseudochromidae	Pseudochrominae	Pictichromis	Pictichromis	Pictichromis paccagnellae	Pictichromis paccagnellae
otu_207	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Atheriniformes	Atherinopsidae	Atherinopsidae	Atherinopsidae	Atherinopsidae	Atherinopsinae	Leuresthes	Leuresthes	Leuresthes tenuis	Leuresthes tenuis
otu_208	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Elopiformes	Elopiformes	Elopiformes	Elopiformes	Elopidae	Elopidae	Elopidae	Elopidae	Elops	Elops	Elops	unidentified Elops	unidentified Elops
otu_209	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Belonoidei	Hemiramphidae	Hemiramphidae	Hemiramphidae	Hyporhamphus	Hyporhamphus	Hyporhamphus	Hyporhamphus intermedius	Hyporhamphus intermedius
