query	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	genus	subgenus	section	subsection	series	species group	species subgroup	species	subspecies	varietas	forma	forma specialis	strain	isolate
otu_052	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthys	Emmelichthys	Emmelichthys	Emmelichthys	Emmelichthys struhsakeri	Emmelichthys struhsakeri	Emmelichthys struhsakeri	Emmelichthys struhsakeri	Emmelichthys struhsakeri	Emmelichthys struhsakeri	Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri	unidentified Emmelichthys struhsakeri
otu_053	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Acanthuriformes	Acanthuriformes	Acanthuriformes	Acanthuridae	Acanthuridae	Acanthuridae	Acanthuridae	Acanthuridae	Nasinae	Naso	Naso	Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso
otu_054	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Acropomatiformes	Acropomatiformes	Acropomatiformes	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabrax	Lateolabrax	Lateolabrax	Lateolabrax	Lateolabrax latus	Lateolabrax latus	Lateolabrax latus	Lateolabrax latus	Lateolabrax latus	Lateolabrax latus	Lateolabrax latus	unidentified Lateolabrax latus	unidentified Lateolabrax latus	unidentified Lateolabrax latus	unidentified Lateolabrax latus	unidentified Lateolabrax latus	unidentified Lateolabrax latus
otu_055	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Chlopsidae	Chlopsidae	Chlopsidae	Chlopsidae	Chlopsidae	Kaupichthys	Kaupichthys	Kaupichthys	Kaupichthys	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides
otu_056	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Samaridae	Samaridae	Samaridae	Samaridae	Samaris	Samaris	Samaris	Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris
otu_057	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Elopiformes	Elopiformes	Elopiformes	Elopiformes	Megalopidae	Megalopidae	Megalopidae	Megalopidae	Megalopidae	Megalops	Megalops	Megalops	Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops
otu_058	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Anabantoidei	Osphronemidae	Osphronemidae	Osphronemidae	Osphronemidae	Macropodinae	Macropodus	Macropodus	Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus
otu_059	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Synbranchiformes	Synbranchiformes	Synbranchiformes	Mastacembeloidei	Mastacembelidae	Mastacembelidae	Mastacembelidae	Mastacembelidae	Macrognathus	Macrognathus	Macrognathus	Macrognathus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus
otu_060	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Lebiasinidae	Lebiasinidae	Lebiasinidae	Lebiasinidae	Lebiasininae	Lebiasina	Lebiasina	Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina
otu_061	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Polymixiiformes	Polymixiiformes	Polymixiiformes	Polymixiidae	Polymixiidae	Polymixiidae	Polymixiidae	Polymixiidae	Polymixia	Polymixia	Polymixia	Polymixia	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica
otu_062	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Epiplatys	Epiplatys	Epiplatys	Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys
otu_063	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Glossogobius	Glossogobius	Glossogobius	Glossogobius giuris	Glossogobius giuris	Glossogobius giuris	Glossogobius giuris	Glossogobius giuris	Glossogobius giuris	Glossogobius giuris	unidentified Glossogobius giuris	unidentified Glossogobius giuris	unidentified Glossogobius giuris	unidentified Glossogobius giuris	unidentified Glossogobius giuris	unidentified Glossogobius giuris
otu_064	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Mormyridae	Mormyridae	Mormyridae	Mormyridae	Mormyridae	Campylomormyrus	Campylomormyrus	Campylomormyrus	Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus	unidentified Campylomormyrus
otu_065	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Bryconidae	Bryconidae	Bryconidae	Bryconidae	Salmininae	Salminus	Salminus	Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus
otu_066	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Adrianichthyoidei	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Oryziinae	Oryzias	Oryzias	Oryzias	Oryzias curvinotus	Oryzias curvinotus	Oryzias curvinotus	Oryzias curvinotus	Oryzias curvinotus	Oryzias curvinotus	Oryzias curvinotus	unidentified Oryzias curvinotus	unidentified Oryzias curvinotus	unidentified Oryzias curvinotus	unidentified Oryzias curvinotus	unidentified Oryzias curvinotus	unidentified Oryzias curvinotus
otu_067	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassis	Ambassis	Ambassis	Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis
otu_068	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Belonoidei	Belonidae	Belonidae	Belonidae	Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae
otu_069	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei
otu_070	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Zeiformes	Zeiformes	Zeiformes	Zeidae	Zeidae	Zeidae	Zeidae	Zeidae	Zeus	Zeus	Zeus	Zeus	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber
otu_071	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeidae	Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae
otu_072	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes	unidentified Anguilliformes
otu_073	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Ostracioidei	Ostracioidei	Ostracioidei	Ostracioidei	Aracanidae	Anoplocapros	Anoplocapros	Anoplocapros	Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros
otu_074	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossidae	Cynoglossidae	Cynoglossidae	Symphurinae	Symphurus	Symphurus	Symphurus	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis
otu_075	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Soleidae	Soleidae	Soleidae	Soleidae	Brachirus	Brachirus	Brachirus	Brachirus	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis
otu_076	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cyclopsettidae	Cyclopsettidae	Cyclopsettidae	Cyclopsettidae	Cyclopsetta	Cyclopsetta	Cyclopsetta	Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta	unidentified Cyclopsetta
otu_077	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Diplomystoidei	Diplomystidae	Diplomystidae	Diplomystidae	Diplomystidae	Diplomystes	Diplomystes	Diplomystes	Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes
otu_078	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganus	Siganus	Siganus	Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus
otu_079	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Cyprinidae	Smiliogastrinae	Osteobrama	Osteobrama	Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama
otu_080	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Mugiliformes	Mugiliformes	Mugiliformes	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Mugil	Mugil	Mugil	Mugil	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema
otu_081	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Trichonotoidei	Trichonotidae	Trichonotidae	Trichonotidae	Trichonotidae	Trichonotus	Trichonotus	Trichonotus	Trichonotus	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans
otu_082	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gerreiformes	Gerreiformes	Gerreiformes	Gerreidae	Gerreidae	Gerreidae	Gerreidae	Gerreidae	Gerres	Gerres	Gerres	Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres
otu_083	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Genicanthus	Genicanthus	Genicanthus	Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus
otu_084	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Johnius	Johnius	Johnius	Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius
otu_085	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Epinephelus	Epinephelus	Epinephelus areolatus	Epinephelus areolatus	Epinephelus areolatus	Epinephelus areolatus	Epinephelus areolatus	Epinephelus areolatus	Epinephelus areolatus	unidentified Epinephelus areolatus	unidentified Epinephelus areolatus	unidentified Epinephelus areolatus	unidentified Epinephelus areolatus	unidentified Epinephelus areolatus	unidentified Epinephelus areolatus
otu_086	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Engraulidae	Engraulidae	Engraulidae	Engraulidae	Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae
otu_087	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Batrachoidiformes	Batrachoidiformes	Batrachoidiformes	Batrachoididae	Batrachoididae	Batrachoididae	Batrachoididae	Batrachoididae	Porichthyinae	Porichthys	Porichthys	Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys
otu_088	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Galaxiiformes	Galaxiiformes	Galaxiiformes	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiinae	Galaxiini	Galaxias	Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias
otu_089	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei	unidentified Cyprinoidei
otu_090	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Eleotroidei	Eleotridae	Eleotridae	Eleotridae	Eleotridae	Eleotrinae	Eleotris	Eleotris	Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris	unidentified Eleotris
otu_091	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Labridae	Pseudolabrus	Pseudolabrus	Pseudolabrus	Pseudolabrus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus	unidentified Pseudolabrus eoethinus
otu_092	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Acheilognathidae	Acheilognathidae	Acheilognathidae	Acheilognathidae	Rhodeus	Rhodeus	Rhodeus	Rhodeus	Rhodeus uyekii	Rhodeus uyekii	Rhodeus uyekii	Rhodeus uyekii	Rhodeus uyekii	Rhodeus uyekii	Rhodeus uyekii	unidentified Rhodeus uyekii	unidentified Rhodeus uyekii	unidentified Rhodeus uyekii	unidentified Rhodeus uyekii	unidentified Rhodeus uyekii	unidentified Rhodeus uyekii
otu_093	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Cichlomorphae	Cichlomorphae	Cichliformes	Cichlidae	Cichlidae	Cichlidae	Cichlidae	Cichlidae	Cichlasomatinae	Heroini	Symphysodon	Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon	unidentified Symphysodon
otu_094	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Bothidae	Bothidae	Bothidae	Bothidae	Bothus	Bothus	Bothus	Bothus	Bothus myriaster	Bothus myriaster	Bothus myriaster	Bothus myriaster	Bothus myriaster	Bothus myriaster	Bothus myriaster	unidentified Bothus myriaster	unidentified Bothus myriaster	unidentified Bothus myriaster	unidentified Bothus myriaster	unidentified Bothus myriaster	unidentified Bothus myriaster
