samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211	otu_212	otu_213	otu_214	otu_215	otu_216	otu_217	otu_218	otu_219	otu_220	otu_221	otu_222	otu_223	otu_224	otu_225	otu_226	otu_227	otu_228	otu_229	otu_230	otu_231	otu_232	otu_233	otu_234	otu_235	otu_236	otu_237	otu_238	otu_239	otu_240	otu_241
ClaidentTutorial__Sample11__MiFish	81	93	64	82	100	66	102	104	48	65	53	53	82	87	105	0	120	0	98	0	84	0	0	128	95	0	113	74	65	0	0	0	0	0	0	0	50	53	0	151	0	0	0	73	0	67	0	0	0	0	2	136	0	0	0	0	106	0	0	0	0	69	0	0	116	76	0	0	0	65	0	0	0	0	0	49	1	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	89	0	0	0	55	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	54	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	99	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample12__MiFish	151	215	150	214	160	131	244	195	185	220	150	122	170	221	254	0	0	0	153	43	159	0	0	183	196	0	121	251	167	0	0	0	0	0	325	0	162	119	0	179	0	0	403	151	2	108	0	0	0	1	0	159	0	0	0	0	142	0	0	0	1	0	241	0	192	227	4	0	0	0	0	0	0	0	0	3	0	0	0	119	0	0	0	0	0	121	285	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	169	208	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	100	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	202	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	2	0	0	0	0	0	0	214	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample13__MiFish	53	69	52	63	77	37	70	89	49	62	53	77	70	28	61	0	0	0	0	45	65	0	0	65	44	22	70	54	39	0	53	0	0	0	76	0	57	35	0	36	0	2	60	48	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	64	84	0	0	0	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	46	0	0	0	0	47	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	43	0	0	0	0	0	0	0	52	0	83	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample14__MiFish	91	94	58	41	88	0	73	97	57	90	66	55	74	60	53	0	0	0	0	57	0	0	0	62	82	70	89	40	61	0	67	0	0	0	76	0	0	72	78	81	0	0	69	82	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	72	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	76	0	106	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	2	0	0	0	56	0	0	84	0	0	115	0	0	0	0	106	0	0	0	0	0	0	0	122	0	0	0	0	0	0	54	0	83	0	0	0	0	0	0	0	77	0	78	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	21	0	0	0
ClaidentTutorial__Sample15__MiFish	8	18	14	12	12	0	18	13	6	12	13	19	0	16	18	0	0	0	0	15	0	0	0	9	0	25	0	9	19	0	13	0	0	0	15	0	0	17	16	18	0	13	16	14	0	9	0	21	0	0	0	0	20	0	24	0	0	0	22	0	0	0	9	17	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0	13	0	13	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	14	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample16__MiFish	21	13	9	13	23	0	25	17	0	22	11	8	0	16	0	0	0	0	0	7	0	0	0	17	0	9	0	15	15	0	12	0	0	0	9	0	0	0	17	15	0	14	13	15	0	19	0	10	28	0	0	0	15	0	7	0	0	0	22	0	0	0	13	8	0	0	0	35	0	0	0	0	0	14	0	0	0	14	13	12	11	15	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	14	20	0	0	0	0	0	0	0	0	0	3	0	28	0	0	0	0	10	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ClaidentTutorial__Sample17__MiFish	22	29	9	14	16	0	21	27	0	40	12	26	0	0	0	0	0	0	0	24	0	0	0	18	0	17	0	11	0	0	25	0	0	0	15	0	0	0	15	0	0	32	16	0	0	0	0	13	20	0	0	0	15	0	20	0	0	0	6	0	0	0	0	19	0	0	0	17	0	0	0	0	0	19	0	0	0	13	19	0	11	25	0	0	0	0	0	0	10	0	0	50	0	32	0	16	0	0	0	26	0	0	0	0	0	0	20	0	16	10	0	25	0	0	0	0	12	0	0	17	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample18__MiFish	100	53	62	0	37	0	92	63	0	0	105	68	0	0	0	0	0	0	0	74	0	0	0	71	0	130	0	0	0	0	56	0	0	0	0	0	0	0	89	0	0	84	0	0	0	0	0	112	68	0	0	0	70	0	93	0	0	0	55	0	0	0	0	0	0	0	0	111	0	0	0	0	0	83	0	0	0	63	84	0	70	63	0	0	0	0	127	0	54	0	0	77	0	105	0	89	0	0	0	49	0	0	0	118	0	0	97	0	0	57	0	61	106	101	96	0	93	0	0	79	0	0	0	0	0	95	0	0	0	0	71	125	64	0	0	0	0	0	0	0	0	0	0	2	75	0	0	0	139	0	63	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample19__MiFish	0	0	12	0	10	0	0	9	0	0	11	0	0	0	0	0	0	0	0	19	0	0	0	0	0	10	0	0	0	0	13	0	0	0	0	0	0	0	20	0	0	17	0	0	0	0	0	8	12	0	0	0	10	0	13	0	0	0	14	0	0	0	0	0	0	0	0	9	0	0	0	0	0	13	0	0	0	10	12	0	19	0	0	0	0	0	0	0	17	0	0	12	0	24	0	12	0	0	0	10	0	0	0	16	0	0	0	0	0	10	0	9	17	12	8	0	5	0	0	9	0	0	0	0	0	19	0	0	0	0	0	17	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	19	0	0	0	0	0	0	17	19	0	0	0	41	10	0	0	0	19	0	19	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ClaidentTutorial__Sample20__MiFish	0	0	10	0	22	0	0	15	0	0	14	0	0	0	0	0	0	0	0	21	0	0	0	0	0	23	0	0	0	0	15	0	0	0	0	0	0	0	7	0	0	14	0	0	0	0	0	14	8	0	0	0	16	0	15	0	0	0	9	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	17	0	0	0	26	0	0	0	0	0	0	0	19	14	23	16	0	15	0	0	14	0	1	0	0	0	14	0	0	0	0	0	0	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	16	0	0	0	0	0	0	8	12	0	0	0	0	13	0	0	0	13	0	0	0	0	0	32	0	0	0	0	17	0	24	0	0	0	0	0	27	0	0	0	0	0	0	0	17	36	0	0	0	0	16	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	12	0	0	0	5	0	0
