query	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	genus	subgenus	section	subsection	series	species group	species subgroup	species	subspecies	varietas	forma	forma specialis	strain	isolate
otu_053	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha
otu_054	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Aulopiformes	Aulopiformes	Aulopiformes	Aulopoidei	Synodontidae	Synodontidae	Synodontidae	Synodontidae	Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae	unidentified Harpadontinae
otu_055	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Trichonotoidei	Trichonotidae	Trichonotidae	Trichonotidae	Trichonotidae	Trichonotus	Trichonotus	Trichonotus	Trichonotus	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans	unidentified Trichonotus elegans
otu_056	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Aulopiformes	Aulopiformes	Aulopiformes	Alepisauroidei	Chlorophthalmidae	Chlorophthalmidae	Chlorophthalmidae	Chlorophthalmidae	Chlorophthalmus	Chlorophthalmus	Chlorophthalmus	Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus	unidentified Chlorophthalmus
otu_057	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Adrianichthyoidei	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Oryziinae	Oryzias	Oryzias	Oryzias	Oryzias latipes	Oryzias latipes	Oryzias latipes	Oryzias latipes	Oryzias latipes	Oryzias latipes	Oryzias latipes	unidentified Oryzias latipes	unidentified Oryzias latipes	unidentified Oryzias latipes	unidentified Oryzias latipes	unidentified Oryzias latipes	unidentified Oryzias latipes
otu_058	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Synbranchiformes	Synbranchiformes	Synbranchiformes	Synbranchoidei	Synbranchidae	Synbranchidae	Synbranchidae	Synbranchidae	Monopterus	Monopterus	Monopterus	Monopterus	Monopterus albus	Monopterus albus	Monopterus albus	Monopterus albus	Monopterus albus	Monopterus albus	Monopterus albus	unidentified Monopterus albus	unidentified Monopterus albus	unidentified Monopterus albus	unidentified Monopterus albus	unidentified Monopterus albus	unidentified Monopterus albus
otu_059	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Sarcopterygii	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthidae	Coelacanthidae	Coelacanthidae	Coelacanthidae	Coelacanthidae	Latimeria	Latimeria	Latimeria	Latimeria	Latimeria chalumnae	Latimeria chalumnae	Latimeria chalumnae	Latimeria chalumnae	Latimeria chalumnae	Latimeria chalumnae	Latimeria chalumnae	unidentified Latimeria chalumnae	unidentified Latimeria chalumnae	unidentified Latimeria chalumnae	unidentified Latimeria chalumnae	unidentified Latimeria chalumnae	unidentified Latimeria chalumnae
otu_060	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei	unidentified Teleostei
otu_061	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ophidiiformes	Ophidiiformes	Ophidiiformes	Ophidioidei	Carapidae	Carapidae	Carapidae	Carapidae	Carapinae	Carapus	Carapus	Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus	unidentified Carapus
otu_062	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeidae	Sundasalanx	Sundasalanx	Sundasalanx	Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx
