query	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	genus	subgenus	section	subsection	series	species group	species subgroup	species	subspecies	varietas	forma	forma specialis	strain	isolate
otu_011	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Cladistia	Polypteriformes	Polypteriformes	Polypteriformes	Polypteriformes	Polypteriformes	Polypteriformes	Polypteridae	Polypteridae	Polypteridae	Polypteridae	Polypteridae	Polypterus	Polypterus	Polypterus	Polypterus	Polypterus retropinnis	Polypterus retropinnis	Polypterus retropinnis	Polypterus retropinnis	Polypterus retropinnis	Polypterus retropinnis	Polypterus retropinnis	unidentified Polypterus retropinnis	unidentified Polypterus retropinnis	unidentified Polypterus retropinnis	unidentified Polypterus retropinnis	unidentified Polypterus retropinnis	unidentified Polypterus retropinnis
otu_012	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Synaphobranchidae	Synaphobranchidae	Synaphobranchidae	Synaphobranchidae	Synaphobranchidae	Synaphobranchinae	Synaphobranchus	Synaphobranchus	Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus	unidentified Synaphobranchus
otu_013	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Gobiopterus	Gobiopterus	Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus	unidentified Gobiopterus
otu_014	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Cyprinidae	Labeoninae	Henicorhynchus	Henicorhynchus	Henicorhynchus	Henicorhynchus siamensis	Henicorhynchus siamensis	Henicorhynchus siamensis	Henicorhynchus siamensis	Henicorhynchus siamensis	Henicorhynchus siamensis	Henicorhynchus siamensis	unidentified Henicorhynchus siamensis	unidentified Henicorhynchus siamensis	unidentified Henicorhynchus siamensis	unidentified Henicorhynchus siamensis	unidentified Henicorhynchus siamensis	unidentified Henicorhynchus siamensis
otu_015	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Spariformes	Spariformes	Spariformes	Nemipteridae	Nemipteridae	Nemipteridae	Nemipteridae	Nemipteridae	Scolopsis	Scolopsis	Scolopsis	Scolopsis	Scolopsis ciliata	Scolopsis ciliata	Scolopsis ciliata	Scolopsis ciliata	Scolopsis ciliata	Scolopsis ciliata	Scolopsis ciliata	unidentified Scolopsis ciliata	unidentified Scolopsis ciliata	unidentified Scolopsis ciliata	unidentified Scolopsis ciliata	unidentified Scolopsis ciliata	unidentified Scolopsis ciliata
otu_016	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Moronidae	Moronidae	Moronidae	Moronidae	Moronidae	Moronidae	Moronidae	Moronidae	Morone	Morone	Morone	Morone	Morone americana	Morone americana	Morone americana	Morone americana	Morone americana	Morone americana	Morone americana	unidentified Morone americana	unidentified Morone americana	unidentified Morone americana	unidentified Morone americana	unidentified Morone americana	unidentified Morone americana
otu_017	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lophiiformes	Lophiiformes	Lophiiformes	Ceratioidei	Linophrynidae	Linophrynidae	Linophrynidae	Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae	unidentified Linophrynidae
otu_018	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Blenniiformes	Blenniiformes	Blenniiformes	Gobiesocoidei	Gobiesocidae	Gobiesocidae	Gobiesocidae	Gobiesocidae	Gobiesocinae	Aspasma	Aspasma	Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma	unidentified Aspasma
otu_019	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Blenniiformes	Blenniiformes	Blenniiformes	Blennioidei	Blenniidae	Blenniidae	Blenniidae	Blenniidae	Salariinae	Salarias	Salarias	Salarias	Salarias fasciatus	Salarias fasciatus	Salarias fasciatus	Salarias fasciatus	Salarias fasciatus	Salarias fasciatus	Salarias fasciatus	unidentified Salarias fasciatus	unidentified Salarias fasciatus	unidentified Salarias fasciatus	unidentified Salarias fasciatus	unidentified Salarias fasciatus	unidentified Salarias fasciatus
otu_020	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes
otu_021	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha
otu_022	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Cirrhitioidei	Cirrhitioidei	Cirrhitioidei	Cirrhitioidei	Cirrhitidae	Cirrhitichthys	Cirrhitichthys	Cirrhitichthys	Cirrhitichthys	Cirrhitichthys aprinus	Cirrhitichthys aprinus	Cirrhitichthys aprinus	Cirrhitichthys aprinus	Cirrhitichthys aprinus	Cirrhitichthys aprinus	Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus	unidentified Cirrhitichthys aprinus
otu_023	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossidae	Cynoglossidae	Cynoglossidae	Symphurinae	Symphurus	Symphurus	Symphurus	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis	unidentified Symphurus orientalis
otu_024	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Holostei	Amiiformes	Amiiformes	Amiiformes	Amiiformes	Amiidae	Amiidae	Amiidae	Amiidae	Amiidae	Amia	Amia	Amia	Amia	Amia calva	Amia calva	Amia calva	Amia calva	Amia calva	Amia calva	Amia calva	unidentified Amia calva	unidentified Amia calva	unidentified Amia calva	unidentified Amia calva	unidentified Amia calva	unidentified Amia calva
otu_025	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Scombriformes	Scombriformes	Scombriformes	Centrolophidae	Centrolophidae	Centrolophidae	Centrolophidae	Centrolophidae	Psenopsis	Psenopsis	Psenopsis	Psenopsis	Psenopsis anomala	Psenopsis anomala	Psenopsis anomala	Psenopsis anomala	Psenopsis anomala	Psenopsis anomala	Psenopsis anomala	unidentified Psenopsis anomala	unidentified Psenopsis anomala	unidentified Psenopsis anomala	unidentified Psenopsis anomala	unidentified Psenopsis anomala	unidentified Psenopsis anomala
otu_026	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei	unidentified Characoidei
otu_027	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Bothidae	Bothidae	Bothidae	Bothidae	Arnoglossus	Arnoglossus	Arnoglossus	Arnoglossus	Arnoglossus tenuis	Arnoglossus tenuis	Arnoglossus tenuis	Arnoglossus tenuis	Arnoglossus tenuis	Arnoglossus tenuis	Arnoglossus tenuis	unidentified Arnoglossus tenuis	unidentified Arnoglossus tenuis	unidentified Arnoglossus tenuis	unidentified Arnoglossus tenuis	unidentified Arnoglossus tenuis	unidentified Arnoglossus tenuis
otu_028	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Percopsiformes	Percopsiformes	Percopsiformes	Aphredoderoidei	Aphredoderidae	Aphredoderidae	Aphredoderidae	Aphredoderidae	Aphredoderus	Aphredoderus	Aphredoderus	Aphredoderus	Aphredoderus sayanus	Aphredoderus sayanus	Aphredoderus sayanus	Aphredoderus sayanus	Aphredoderus sayanus	Aphredoderus sayanus	Aphredoderus sayanus	unidentified Aphredoderus sayanus	unidentified Aphredoderus sayanus	unidentified Aphredoderus sayanus	unidentified Aphredoderus sayanus	unidentified Aphredoderus sayanus	unidentified Aphredoderus sayanus
otu_029	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Muraenesocidae	Muraenesocidae	Muraenesocidae	Muraenesocidae	Muraenesocidae	Cynoponticus	Cynoponticus	Cynoponticus	Cynoponticus	Cynoponticus ferox	Cynoponticus ferox	Cynoponticus ferox	Cynoponticus ferox	Cynoponticus ferox	Cynoponticus ferox	Cynoponticus ferox	unidentified Cynoponticus ferox	unidentified Cynoponticus ferox	unidentified Cynoponticus ferox	unidentified Cynoponticus ferox	unidentified Cynoponticus ferox	unidentified Cynoponticus ferox
otu_030	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Sarcopterygii	Dipnomorpha	Dipnomorpha	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontiformes	Lepidosirenoidei	Lepidosirenidae	Lepidosirenidae	Lepidosirenidae	Lepidosirenidae	Lepidosiren	Lepidosiren	Lepidosiren	Lepidosiren	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa
otu_031	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Engraulidae	Engraulidae	Engraulidae	Engraulidae	Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae	unidentified Engraulinae
otu_032	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Johnius	Johnius	Johnius	Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius
otu_033	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Pantodontidae	Pantodontidae	Pantodontidae	Pantodontidae	Pantodontidae	Pantodon	Pantodon	Pantodon	Pantodon	Pantodon buchholzi	Pantodon buchholzi	Pantodon buchholzi	Pantodon buchholzi	Pantodon buchholzi	Pantodon buchholzi	Pantodon buchholzi	unidentified Pantodon buchholzi	unidentified Pantodon buchholzi	unidentified Pantodon buchholzi	unidentified Pantodon buchholzi	unidentified Pantodon buchholzi	unidentified Pantodon buchholzi
otu_034	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeidae	Spratelloidinae	Spratelloides	Spratelloides	Spratelloides	Spratelloides delicatulus	Spratelloides delicatulus	Spratelloides delicatulus	Spratelloides delicatulus	Spratelloides delicatulus	Spratelloides delicatulus	Spratelloides delicatulus	unidentified Spratelloides delicatulus	unidentified Spratelloides delicatulus	unidentified Spratelloides delicatulus	unidentified Spratelloides delicatulus	unidentified Spratelloides delicatulus	unidentified Spratelloides delicatulus
otu_035	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Cottioidei	Cottales	Liparidae	Liparidae	Liparidae	Liparis	Liparis	Liparis	Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis	unidentified Liparis
otu_036	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lophiiformes	Lophiiformes	Lophiiformes	Lophioidei	Lophiidae	Lophiidae	Lophiidae	Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae	unidentified Lophiidae
otu_037	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Aphyosemion	Aphyosemion	Aphyosemion	Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion
otu_038	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Acropomatiformes	Acropomatiformes	Acropomatiformes	Champsodontidae	Champsodontidae	Champsodontidae	Champsodontidae	Champsodontidae	Champsodon	Champsodon	Champsodon	Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon	unidentified Champsodon
otu_039	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae	unidentified Gobionellinae
otu_040	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Aulopiformes	Aulopiformes	Aulopiformes	Aulopoidei	Synodontidae	Synodontidae	Synodontidae	Synodontidae	Synodontinae	Synodus	Synodus	Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus	unidentified Synodus
otu_041	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Congridae	Congridae	Congridae	Congridae	Congridae	Congrinae	Conger	Conger	Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger	unidentified Conger
otu_042	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Labridae	Chlorurus	Chlorurus	Chlorurus	Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus	unidentified Chlorurus
otu_043	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Scorpaenoidei	Scorpaenidae	Scorpaenidae	Scorpaenidae	Scorpaenidae	Pteroinae	Pterois	Pterois	Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois	unidentified Pterois
otu_044	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Zeiformes	Zeiformes	Zeiformes	Parazenidae	Parazenidae	Parazenidae	Parazenidae	Parazenidae	Parazeninae	Parazen	Parazen	Parazen	Parazen pacificus	Parazen pacificus	Parazen pacificus	Parazen pacificus	Parazen pacificus	Parazen pacificus	Parazen pacificus	unidentified Parazen pacificus	unidentified Parazen pacificus	unidentified Parazen pacificus	unidentified Parazen pacificus	unidentified Parazen pacificus	unidentified Parazen pacificus
otu_045	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Scorpaenoidei	Synanceiidae	Synanceiidae	Synanceiidae	Synanceiidae	Synanceiinae	Synanceia	Synanceia	Synanceia	Synanceia verrucosa	Synanceia verrucosa	Synanceia verrucosa	Synanceia verrucosa	Synanceia verrucosa	Synanceia verrucosa	Synanceia verrucosa	unidentified Synanceia verrucosa	unidentified Synanceia verrucosa	unidentified Synanceia verrucosa	unidentified Synanceia verrucosa	unidentified Synanceia verrucosa	unidentified Synanceia verrucosa
otu_046	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Priacanthiformes	Priacanthiformes	Priacanthiformes	Priacanthidae	Priacanthidae	Priacanthidae	Priacanthidae	Priacanthidae	Priacanthus	Priacanthus	Priacanthus	Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus	unidentified Priacanthus
otu_047	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Exyrias	Exyrias	Exyrias	Exyrias puntang	Exyrias puntang	Exyrias puntang	Exyrias puntang	Exyrias puntang	Exyrias puntang	Exyrias puntang	unidentified Exyrias puntang	unidentified Exyrias puntang	unidentified Exyrias puntang	unidentified Exyrias puntang	unidentified Exyrias puntang	unidentified Exyrias puntang
otu_048	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Characidae	Characidae	Characidae	Characidae	Pristellinae	Hemigrammus	Hemigrammus	Hemigrammus	Hemigrammus bleheri	Hemigrammus bleheri	Hemigrammus bleheri	Hemigrammus bleheri	Hemigrammus bleheri	Hemigrammus bleheri	Hemigrammus bleheri	unidentified Hemigrammus bleheri	unidentified Hemigrammus bleheri	unidentified Hemigrammus bleheri	unidentified Hemigrammus bleheri	unidentified Hemigrammus bleheri	unidentified Hemigrammus bleheri
otu_049	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Triacanthoidea	Triacanthoidea	Triacanthoidea	Triacanthoidea	Triacanthidae	Triacanthus	Triacanthus	Triacanthus	Triacanthus	Triacanthus biaculeatus	Triacanthus biaculeatus	Triacanthus biaculeatus	Triacanthus biaculeatus	Triacanthus biaculeatus	Triacanthus biaculeatus	Triacanthus biaculeatus	unidentified Triacanthus biaculeatus	unidentified Triacanthus biaculeatus	unidentified Triacanthus biaculeatus	unidentified Triacanthus biaculeatus	unidentified Triacanthus biaculeatus	unidentified Triacanthus biaculeatus
otu_050	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Syngnathiformes	Syngnathiformes	Syngnathiformes	Callionymoidei	Callionymidae	Callionymidae	Callionymidae	Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae	unidentified Callionymidae
otu_051	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Mugiliformes	Mugiliformes	Mugiliformes	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Agonostomus	Agonostomus	Agonostomus	Agonostomus	Agonostomus monticola	Agonostomus monticola	Agonostomus monticola	Agonostomus monticola	Agonostomus monticola	Agonostomus monticola	Agonostomus monticola	unidentified Agonostomus monticola	unidentified Agonostomus monticola	unidentified Agonostomus monticola	unidentified Agonostomus monticola	unidentified Agonostomus monticola	unidentified Agonostomus monticola
otu_052	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Chondrostei	Acipenseriformes	Acipenseriformes	Acipenseriformes	Acipenseriformes	Acipenseriformes	Acipenseroidei	Acipenseridae	Acipenseridae	Acipenseridae	Acipenseridae	Acipenserinae	Acipenserini	Acipenser	Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser	unidentified Acipenser
