query	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	genus	subgenus	section	subsection	series	species group	species subgroup	species	subspecies	varietas	forma	forma specialis	strain	isolate
otu_011	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes
otu_012	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pempheriformes	Pempheriformes	Pempheriformes	Bathyclupeidae	Bathyclupeidae	Bathyclupeidae	Bathyclupeidae	Bathyclupeidae	Bathyclupea	Bathyclupea	Bathyclupea	Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea	unidentified Bathyclupea
otu_013	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gadiformes	Gadiformes	Gadiformes	Macrouroidei	Macrouridae	Macrouridae	Macrouridae	Macrouridae	Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae	unidentified Macrourinae
otu_014	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Mormyridae	Mormyridae	Mormyridae	Mormyridae	Mormyridae	Petrocephalus	Petrocephalus	Petrocephalus	Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus	unidentified Petrocephalus
otu_015	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagidae	Scatophagus	Scatophagus	Scatophagus	Scatophagus	Scatophagus argus	Scatophagus argus	Scatophagus argus	Scatophagus argus	Scatophagus argus	Scatophagus argus	Scatophagus argus	unidentified Scatophagus argus	unidentified Scatophagus argus	unidentified Scatophagus argus	unidentified Scatophagus argus	unidentified Scatophagus argus	unidentified Scatophagus argus
otu_016	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Odacidae	Odacidae	Odacidae	Odacidae	Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae	unidentified Odacidae
otu_017	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Scorpaenoidei	Sebastidae	Sebastidae	Sebastidae	Sebastidae	Sebastinae	Helicolenus	Helicolenus	Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus	unidentified Helicolenus
otu_018	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Anyperodon	Anyperodon	Anyperodon leucogrammicus	Anyperodon leucogrammicus	Anyperodon leucogrammicus	Anyperodon leucogrammicus	Anyperodon leucogrammicus	Anyperodon leucogrammicus	Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus	unidentified Anyperodon leucogrammicus
otu_019	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Beryciformes	Beryciformes	Beryciformes	Melamphaidae	Melamphaidae	Melamphaidae	Melamphaidae	Melamphaidae	Poromitra	Poromitra	Poromitra	Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra	unidentified Poromitra
otu_020	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Channoidei	Channidae	Channidae	Channidae	Channidae	Channa	Channa	Channa	Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa	unidentified Channa
otu_021	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Callanthiidae	Callanthiidae	Callanthiidae	Callanthiidae	Callanthiidae	Callanthiidae	Callanthiidae	Callanthiidae	Callanthias	Callanthias	Callanthias	Callanthias	Callanthias japonicus	Callanthias japonicus	Callanthias japonicus	Callanthias japonicus	Callanthias japonicus	Callanthias japonicus	Callanthias japonicus	unidentified Callanthias japonicus	unidentified Callanthias japonicus	unidentified Callanthias japonicus	unidentified Callanthias japonicus	unidentified Callanthias japonicus	unidentified Callanthias japonicus
otu_022	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Atheriniformes	Atherinopsidae	Atherinopsidae	Atherinopsidae	Atherinopsidae	Atherinopsidae	Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae	unidentified Atherinopsinae
otu_023	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Centropomidae	Lates	Lates	Lates	Lates	Lates calcarifer	Lates calcarifer	Lates calcarifer	Lates calcarifer	Lates calcarifer	Lates calcarifer	Lates calcarifer	unidentified Lates calcarifer	unidentified Lates calcarifer	unidentified Lates calcarifer	unidentified Lates calcarifer	unidentified Lates calcarifer	unidentified Lates calcarifer
otu_024	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Gonorynchiformes	Gonorynchiformes	Gonorynchoidei	Gonorynchidae	Gonorynchidae	Gonorynchidae	Gonorynchidae	Gonorynchus	Gonorynchus	Gonorynchus	Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus	unidentified Gonorynchus
otu_025	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Sciaenidae	Johnius	Johnius	Johnius	Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius	unidentified Johnius
otu_026	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Belonoidei	Zenarchopteridae	Zenarchopteridae	Zenarchopteridae	Zenarchopteridae	Dermogenys	Dermogenys	Dermogenys	Dermogenys	Dermogenys pusilla	Dermogenys pusilla	Dermogenys pusilla	Dermogenys pusilla	Dermogenys pusilla	Dermogenys pusilla	Dermogenys pusilla	unidentified Dermogenys pusilla	unidentified Dermogenys pusilla	unidentified Dermogenys pusilla	unidentified Dermogenys pusilla	unidentified Dermogenys pusilla	unidentified Dermogenys pusilla
otu_027	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Atheriniformes	Melanotaeniidae	Melanotaeniidae	Melanotaeniidae	Melanotaeniidae	Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae	unidentified Melanotaeniidae
otu_028	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Aphyosemion	Aphyosemion	Aphyosemion	Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion	unidentified Aphyosemion
otu_029	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Sarcopterygii	Dipnomorpha	Dipnomorpha	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontae	Ceratodontiformes	Lepidosirenoidei	Lepidosirenidae	Lepidosirenidae	Lepidosirenidae	Lepidosirenidae	Lepidosiren	Lepidosiren	Lepidosiren	Lepidosiren	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa	unidentified Lepidosiren paradoxa
otu_030	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Balistoidea	Balistoidea	Balistoidea	Balistoidea	Monacanthidae	Pseudalutarius	Pseudalutarius	Pseudalutarius	Pseudalutarius	Pseudalutarius nasicornis	Pseudalutarius nasicornis	Pseudalutarius nasicornis	Pseudalutarius nasicornis	Pseudalutarius nasicornis	Pseudalutarius nasicornis	Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis	unidentified Pseudalutarius nasicornis
otu_031	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Acheilognathidae	Acheilognathidae	Acheilognathidae	Acheilognathidae	Rhodeus	Rhodeus	Rhodeus	Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus	unidentified Rhodeus
otu_032	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Stomiiformes	Stomiiformes	Stomiiformes	Stomiidae	Stomiidae	Stomiidae	Stomiidae	Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae	unidentified Stomiidae
otu_033	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Fundulopanchax	Fundulopanchax	Fundulopanchax	Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax	unidentified Fundulopanchax
otu_034	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Catostomoidei	Catostomidae	Catostomidae	Catostomidae	Catostomidae	Minytrema	Minytrema	Minytrema	Minytrema	Minytrema melanops	Minytrema melanops	Minytrema melanops	Minytrema melanops	Minytrema melanops	Minytrema melanops	Minytrema melanops	unidentified Minytrema melanops	unidentified Minytrema melanops	unidentified Minytrema melanops	unidentified Minytrema melanops	unidentified Minytrema melanops	unidentified Minytrema melanops
otu_035	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei
otu_036	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Nandoidei	Pristolepididae	Pristolepididae	Pristolepididae	Pristolepididae	Pristolepis	Pristolepis	Pristolepis	Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis	unidentified Pristolepis
otu_037	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Cyprinidae	Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae	unidentified Labeoninae
otu_038	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pempheriformes	Pempheriformes	Pempheriformes	Acropomatidae	Acropomatidae	Acropomatidae	Acropomatidae	Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae	unidentified Acropomatidae
otu_039	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Salmoniformes	Salmoniformes	Salmoniformes	Salmonidae	Salmonidae	Salmonidae	Salmonidae	Salmonidae	Salmoninae	Brachymystax	Brachymystax	Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax	unidentified Brachymystax
otu_040	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Soleidae	Soleidae	Soleidae	Soleidae	Solea	Solea	Solea	Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea	unidentified Solea
otu_041	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Glossogobius	Glossogobius	Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius
