query	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	genus	subgenus	section	subsection	series	species group	species subgroup	species	subspecies	varietas	forma	forma specialis	strain	isolate
otu_042	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Xenocyprididae	Xenocyprididae	Xenocyprididae	Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae	unidentified Xenocyprididae
otu_043	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha
otu_044	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeidae	Sundasalanx	Sundasalanx	Sundasalanx	Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx	unidentified Sundasalanx
otu_045	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Samaridae	Samaridae	Samaridae	Samaridae	Samaris	Samaris	Samaris	Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris	unidentified Samaris
otu_046	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Nemacheilidae	Nemacheilidae	Nemacheilidae	Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae	unidentified Nemacheilidae
otu_047	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Plectropomus	Plectropomus	Plectropomus areolatus	Plectropomus areolatus	Plectropomus areolatus	Plectropomus areolatus	Plectropomus areolatus	Plectropomus areolatus	Plectropomus areolatus	unidentified Plectropomus areolatus	unidentified Plectropomus areolatus	unidentified Plectropomus areolatus	unidentified Plectropomus areolatus	unidentified Plectropomus areolatus	unidentified Plectropomus areolatus
otu_048	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	Pimelodidae	Pimelodidae	Pimelodidae	Pimelodidae	Pimelodus	Pimelodus	Pimelodus	Pimelodus	Pimelodus pictus	Pimelodus pictus	Pimelodus pictus	Pimelodus pictus	Pimelodus pictus	Pimelodus pictus	Pimelodus pictus	unidentified Pimelodus pictus	unidentified Pimelodus pictus	unidentified Pimelodus pictus	unidentified Pimelodus pictus	unidentified Pimelodus pictus	unidentified Pimelodus pictus
otu_049	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Acanthuriformes	Acanthuriformes	Acanthuriformes	Acanthuridae	Acanthuridae	Acanthuridae	Acanthuridae	Acanthuridae	Nasinae	Naso	Naso	Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso	unidentified Naso
otu_050	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Cephalopholis	Cephalopholis	Cephalopholis argus	Cephalopholis argus	Cephalopholis argus	Cephalopholis argus	Cephalopholis argus	Cephalopholis argus	Cephalopholis argus	unidentified Cephalopholis argus	unidentified Cephalopholis argus	unidentified Cephalopholis argus	unidentified Cephalopholis argus	unidentified Cephalopholis argus	unidentified Cephalopholis argus
otu_051	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha	unidentified Euteleosteomorpha
otu_052	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Chlopsidae	Chlopsidae	Chlopsidae	Chlopsidae	Chlopsidae	Kaupichthys	Kaupichthys	Kaupichthys	Kaupichthys	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides	unidentified Kaupichthys hyoproroides
otu_053	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Beryciformes	Beryciformes	Beryciformes	Berycidae	Berycidae	Berycidae	Berycidae	Berycidae	Beryx	Beryx	Beryx	Beryx	Beryx decadactylus	Beryx decadactylus	Beryx decadactylus	Beryx decadactylus	Beryx decadactylus	Beryx decadactylus	Beryx decadactylus	unidentified Beryx decadactylus	unidentified Beryx decadactylus	unidentified Beryx decadactylus	unidentified Beryx decadactylus	unidentified Beryx decadactylus	unidentified Beryx decadactylus
otu_054	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae	unidentified Emmelichthyidae
otu_055	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Acheilognathidae	Acheilognathidae	Acheilognathidae	Acheilognathidae	Tanakia	Tanakia	Tanakia	Tanakia	Tanakia tanago	Tanakia tanago	Tanakia tanago	Tanakia tanago	Tanakia tanago	Tanakia tanago	Tanakia tanago	unidentified Tanakia tanago	unidentified Tanakia tanago	unidentified Tanakia tanago	unidentified Tanakia tanago	unidentified Tanakia tanago	unidentified Tanakia tanago
otu_056	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pempheriformes	Pempheriformes	Pempheriformes	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabracidae	Lateolabrax	Lateolabrax	Lateolabrax	Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax	unidentified Lateolabrax
otu_057	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Polymixiiformes	Polymixiiformes	Polymixiiformes	Polymixiidae	Polymixiidae	Polymixiidae	Polymixiidae	Polymixiidae	Polymixia	Polymixia	Polymixia	Polymixia	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica	unidentified Polymixia japonica
otu_058	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Elopiformes	Elopiformes	Elopiformes	Elopiformes	Megalopidae	Megalopidae	Megalopidae	Megalopidae	Megalopidae	Megalops	Megalops	Megalops	Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops	unidentified Megalops
otu_059	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Lebiasinidae	Lebiasinidae	Lebiasinidae	Lebiasinidae	Lebiasininae	Lebiasina	Lebiasina	Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina	unidentified Lebiasina
otu_060	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Epiplatys	Epiplatys	Epiplatys	Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys	unidentified Epiplatys
otu_061	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Zeiformes	Zeiformes	Zeiformes	Zeidae	Zeidae	Zeidae	Zeidae	Zeidae	Zeus	Zeus	Zeus	Zeus	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber	unidentified Zeus faber
otu_062	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Synbranchiformes	Synbranchiformes	Synbranchiformes	Mastacembeloidei	Mastacembelidae	Mastacembelidae	Mastacembelidae	Mastacembelidae	Macrognathus	Macrognathus	Macrognathus	Macrognathus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus	unidentified Macrognathus pancalus
otu_063	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeidae	Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae
otu_064	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Mormyridae	Mormyridae	Mormyridae	Mormyridae	Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae	unidentified Mormyridae
otu_065	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Belonoidei	Belonidae	Belonidae	Belonidae	Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae	unidentified Belonidae
otu_066	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Adrianichthyoidei	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Adrianichthyidae	Oryziinae	Oryzias	Oryzias	Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias	unidentified Oryzias
otu_067	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Anabantoidei	Osphronemidae	Osphronemidae	Osphronemidae	Osphronemidae	Macropodinae	Macropodus	Macropodus	Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus	unidentified Macropodus
otu_068	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobiidae	Gobiinae	Glossogobius	Glossogobius	Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius	unidentified Glossogobius
otu_069	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Bryconidae	Bryconidae	Bryconidae	Bryconidae	Salmininae	Salminus	Salminus	Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus	unidentified Salminus
otu_070	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassidae	Ambassis	Ambassis	Ambassis	Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis	unidentified Ambassis
otu_071	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei	unidentified Siluroidei
otu_072	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Galaxiiformes	Galaxiiformes	Galaxiiformes	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiidae	Galaxiinae	Galaxiini	Galaxias	Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias	unidentified Galaxias
otu_073	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Eurypharyngidae	Eurypharyngidae	Eurypharyngidae	Eurypharyngidae	Eurypharyngidae	Eurypharynx	Eurypharynx	Eurypharynx	Eurypharynx	Eurypharynx pelecanoides	Eurypharynx pelecanoides	Eurypharynx pelecanoides	Eurypharynx pelecanoides	Eurypharynx pelecanoides	Eurypharynx pelecanoides	Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides	unidentified Eurypharynx pelecanoides
otu_074	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Engraulidae	Engraulidae	Engraulidae	Engraulidae	Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae	unidentified Coilinae
otu_075	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Mugiliformes	Mugiliformes	Mugiliformes	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Mugil	Mugil	Mugil	Mugil	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema	unidentified Mugil curema
otu_076	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Batrachoidiformes	Batrachoidiformes	Batrachoidiformes	Batrachoididae	Batrachoididae	Batrachoididae	Batrachoididae	Batrachoididae	Porichthyinae	Porichthys	Porichthys	Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys	unidentified Porichthys
otu_077	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossidae	Cynoglossidae	Cynoglossidae	Symphurinae	Symphurus	Symphurus	Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus	unidentified Symphurus
otu_078	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Cyprinidae	Smiliogastrinae	Osteobrama	Osteobrama	Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama	unidentified Osteobrama
otu_079	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Diplomystoidei	Diplomystidae	Diplomystidae	Diplomystidae	Diplomystidae	Diplomystes	Diplomystes	Diplomystes	Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes	unidentified Diplomystes
otu_080	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Soleidae	Soleidae	Soleidae	Soleidae	Brachirus	Brachirus	Brachirus	Brachirus	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis	unidentified Brachirus orientalis
otu_081	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Pomacanthidae	Genicanthus	Genicanthus	Genicanthus	Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus	unidentified Genicanthus
otu_082	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganidae	Siganus	Siganus	Siganus	Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus	unidentified Siganus
otu_083	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gerreiformes	Gerreiformes	Gerreiformes	Gerreidae	Gerreidae	Gerreidae	Gerreidae	Gerreidae	Gerres	Gerres	Gerres	Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres	unidentified Gerres
otu_084	Eukaryota	Metazoa	Chordata	Chordata	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Ostracioidei	Ostracioidei	Ostracioidei	Ostracioidei	Aracanidae	Anoplocapros	Anoplocapros	Anoplocapros	Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros	unidentified Anoplocapros
