samplename	denoised_001	denoised_002	denoised_003	denoised_004	denoised_005	denoised_006	denoised_007	denoised_008	denoised_009	denoised_010	denoised_011	denoised_012	denoised_013	denoised_014	denoised_015	denoised_016	denoised_017	denoised_018	denoised_019	denoised_020	denoised_021	denoised_022	denoised_023	denoised_024	denoised_025	denoised_026	denoised_027	denoised_028	denoised_029	denoised_030	denoised_031	denoised_032	denoised_033	denoised_034	denoised_035	denoised_036	denoised_037	denoised_038	denoised_039	denoised_040	denoised_041	denoised_042	denoised_043	denoised_044	denoised_045	denoised_046	denoised_047	denoised_048	denoised_049	denoised_050	denoised_051	denoised_052	denoised_053	denoised_054	denoised_055	denoised_056	denoised_057	denoised_058	denoised_059	denoised_060	denoised_061	denoised_062	denoised_063	denoised_064	denoised_065	denoised_066	denoised_067	denoised_068	denoised_069	denoised_070	denoised_071	denoised_072	denoised_073	denoised_074	denoised_075	denoised_076	denoised_077	denoised_078	denoised_079	denoised_080	denoised_081	denoised_082	denoised_083	denoised_084	denoised_085	denoised_086	denoised_087	denoised_088	denoised_089	denoised_090	denoised_091	denoised_092	denoised_093	denoised_094	denoised_095	denoised_096	denoised_097	denoised_098	denoised_099	denoised_100	denoised_101	denoised_102	denoised_103	denoised_104	denoised_105	denoised_106	denoised_107	denoised_108	denoised_109	denoised_110	denoised_111	denoised_112	denoised_113	denoised_114	denoised_115	denoised_116	denoised_117	denoised_118	denoised_119	denoised_120	denoised_121	denoised_122	denoised_123	denoised_124	denoised_125	denoised_126	denoised_127	denoised_128	denoised_129	denoised_130	denoised_131	denoised_132	denoised_133	denoised_134	denoised_135	denoised_136	denoised_137	denoised_138	denoised_139	denoised_140	denoised_141	denoised_142	denoised_143	denoised_144	denoised_145	denoised_146	denoised_147	denoised_148	denoised_149	denoised_150	denoised_151	denoised_152	denoised_153	denoised_154	denoised_155	denoised_156	denoised_157	denoised_158	denoised_159	denoised_160	denoised_161	denoised_162	denoised_163	denoised_164	denoised_165	denoised_166	denoised_167	denoised_168	denoised_169	denoised_170	denoised_171	denoised_172	denoised_173	denoised_174	denoised_175	denoised_176	denoised_177	denoised_178	denoised_179	denoised_180	denoised_181	denoised_182	denoised_183	denoised_184	denoised_185	denoised_186	denoised_187	denoised_188	denoised_189	denoised_190	denoised_191	denoised_192	denoised_193	denoised_194	denoised_195	denoised_196	denoised_197	denoised_198	denoised_199	denoised_200	denoised_201	denoised_202	denoised_203	denoised_204	denoised_205	denoised_206	denoised_207	denoised_208	denoised_209
ClaidentTutorial__Sample01__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample02__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample03__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample04__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample05__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample06__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample07__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
ClaidentTutorial__Sample08__MiFish	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011	0.0000478011
