ClaidentTutorial__Sample01__MiFish	0.174117647058824	0.109411764705882	0.0905882352941176	0.157647058823529
ClaidentTutorial__Sample02__MiFish	0.0882352941176471	0.134117647058824	0.103529411764706	0.0835294117647059
ClaidentTutorial__Sample03__MiFish	0.131764705882353	0.0505882352941176	0.125882352941176	0.0482352941176471
ClaidentTutorial__Sample04__MiFish	0.111764705882353	0.118823529411765	0.134117647058824	0.135294117647059
ClaidentTutorial__Sample05__MiFish	0.0882352941176471	0.105882352941176	0.0776470588235294	0.134117647058824
ClaidentTutorial__Sample06__MiFish	0.138823529411765	0.131764705882353	0.168235294117647	0.0541176470588235
ClaidentTutorial__Sample07__MiFish	0.114117647058824	0.0752941176470588	0.0811764705882353	0.125882352941176
ClaidentTutorial__Sample08__MiFish	0.14	0.0647058823529412	0.0835294117647059	0.103529411764706
ClaidentTutorial__Sample09__MiFish	0.0776470588235294	0.108235294117647	0.141176470588235	0.16
ClaidentTutorial__Sample10__MiFish	0.0729411764705882	0.0882352941176471	0.0917647058823529	0.14
ClaidentTutorial__Sample11__MiFish	0.0952941176470588	0.130588235294118	0.137647058823529	0.0905882352941176
ClaidentTutorial__Sample12__MiFish	0.0847058823529412	0.0858823529411765	0.125882352941176	0.155294117647059
ClaidentTutorial__Sample13__MiFish	0.118823529411765	0.122352941176471	0.116470588235294	0.157647058823529
ClaidentTutorial__Sample14__MiFish	0.0976470588235294	0.143529411764706	0.175294117647059	0.115294117647059
ClaidentTutorial__Sample15__MiFish	0.0882352941176471	0.138823529411765	0.0917647058823529	0.189411764705882
ClaidentTutorial__Sample16__MiFish	0.0941176470588235	0.1	0.143529411764706	0.124705882352941
ClaidentTutorial__Sample17__MiFish	0.111764705882353	0.131764705882353	0.130588235294118	0.0776470588235294
ClaidentTutorial__Sample18__MiFish	0.138823529411765	0.116470588235294	0.134117647058824	0.175294117647059
ClaidentTutorial__Sample19__MiFish	0.0776470588235294	0.0941176470588235	0.0823529411764706	0.0858823529411765
ClaidentTutorial__Sample20__MiFish	0.125882352941176	0.0752941176470588	0.0835294117647059	0.0835294117647059
